,support,itemsets
260,0.13258653980134164,frozenset({1393})
261,0.12665465692616995,frozenset({2987})
262,0.10471863367637399,frozenset({1676})
263,0.221908155343671,frozenset({1193})
264,0.20633696279634534,frozenset({8961})
265,0.14726695463502995,frozenset({4027})
266,0.14548539920775524,frozenset({3949})
267,0.14027011963293987,frozenset({50872})
268,0.11067042219877779,frozenset({2692})
269,0.1098393614268368,frozenset({7147})
270,0.16264406712184246,frozenset({3114})
271,0.13304934609948843,frozenset({2355})
272,0.11406931146366224,frozenset({1201})
273,0.15444294046220913,frozenset({1246})
274,0.12382805501920895,frozenset({904})
275,0.11357167028285925,frozenset({3751})
276,0.10278778589485837,frozenset({51255})
277,0.13985707745287337,frozenset({134130})
278,0.10245436630372036,frozenset({115713})
279,0.161738360172781,frozenset({1222})
280,0.17642375141827737,frozenset({4878})
281,0.10466886955829369,frozenset({69844})
282,0.10435037920257977,frozenset({81834})
283,0.10065788164102156,frozenset({88125})
284,0.16587873479706192,frozenset({5618})
285,0.11096403049545156,frozenset({16})
286,0.10726158011027728,frozenset({109374})
287,0.10690825487190717,frozenset({134853})
288,0.10492764297231125,frozenset({300})
289,0.10316101678046062,frozenset({1252})
290,0.1015138244720027,frozenset({1127})
291,0.1015138244720027,frozenset({474})
292,0.10115552282182455,frozenset({78499})
293,0.10023488663733901,frozenset({76093})
294,0.3383810737106117,"frozenset({356, 318})"
295,0.3150765372136075,"frozenset({593, 356})"
296,0.3211925473256763,"frozenset({593, 318})"
297,0.3334046619025818,"frozenset({296, 593})"
298,0.2674373469753369,"frozenset({593, 2571})"
299,0.24269960387762007,"frozenset({593, 356, 318})"
300,0.2510151880088381,"frozenset({296, 593, 356})"
301,0.2031918705336704,"frozenset({296, 593, 356, 318})"
302,0.25784282500945516,"frozenset({296, 593, 318})"
303,0.20972092282580568,"frozenset({296, 593, 2571})"
304,0.2080588012819237,"frozenset({593, 2571, 318})"
305,0.201465055636284,"frozenset({593, 2571, 356})"
306,0.17202957979178693,"frozenset({296, 593, 2571, 318})"
307,0.16663514939188248,"frozenset({296, 593, 2571, 356})"
308,0.1650775324959691,"frozenset({593, 2571, 356, 318})"
309,0.2582061030714414,"frozenset({356, 260})"
310,0.23948484184963273,"frozenset({593, 260})"
311,0.26114716244998704,"frozenset({260, 318})"
312,0.25351832314827716,"frozenset({296, 260})"
313,0.2922397834265581,"frozenset({2571, 260})"
314,0.19319923562314628,"frozenset({356, 260, 318})"
315,0.20180842805103807,"frozenset({356, 2571, 260})"
316,0.15792145231602206,"frozenset({356, 2571, 260, 318})"
317,0.18292294523956446,"frozenset({356, 593, 260})"
318,0.18534645779007505,"frozenset({593, 260, 318})"
319,0.19107928419292552,"frozenset({296, 593, 260})"
320,0.18556541990962835,"frozenset({593, 2571, 260})"
321,0.1498845472460537,"frozenset({356, 593, 260, 318})"
322,0.15416426140095946,"frozenset({356, 593, 296, 260})"
323,0.14736648287119056,"frozenset({356, 593, 2571, 260})"
324,0.15647829289169338,"frozenset({296, 593, 260, 318})"
325,0.14968051436192448,"frozenset({593, 2571, 260, 318})"
326,0.15266636144674245,"frozenset({296, 593, 2571, 260})"
327,0.20684455680076438,"frozenset({2571, 260, 318})"
328,0.19916097696916615,"frozenset({296, 2571, 260})"
329,0.19465234787109104,"frozenset({296, 260, 318})"
330,0.19175109978700958,"frozenset({356, 296, 260})"
331,0.15875251308796307,"frozenset({296, 2571, 260, 318})"
332,0.1565181041861576,"frozenset({356, 296, 2571, 260})"
333,0.15636383542010868,"frozenset({356, 296, 260, 318})"
334,0.2588580130182933,"frozenset({356, 527})"
335,0.24987558970479926,"frozenset({593, 527})"
336,0.19867826502378724,"frozenset({260, 527})"
337,0.27780321277146325,"frozenset({318, 527})"
338,0.1943836216334574,"frozenset({480, 527})"
339,0.251826343133547,"frozenset({296, 527})"
340,0.1885313613472142,"frozenset({2959, 527})"
341,0.2225401596432908,"frozenset({2571, 527})"
342,0.206784839859068,"frozenset({356, 318, 527})"
343,0.1947668053426757,"frozenset({593, 356, 527})"
344,0.20363974759639308,"frozenset({593, 318, 527})"
345,0.20012142444811593,"frozenset({296, 593, 527})"
346,0.16345522224655135,"frozenset({593, 356, 318, 527})"
347,0.16283814718235565,"frozenset({296, 593, 356, 527})"
348,0.16874514799848717,"frozenset({296, 593, 318, 527})"
349,0.15213388538328323,"frozenset({356, 260, 527})"
350,0.1506310090172582,"frozenset({593, 260, 527})"
351,0.16011107351155524,"frozenset({260, 318, 527})"
352,0.15105400402094074,"frozenset({296, 260, 527})"
353,0.1546370205227223,"frozenset({2571, 260, 527})"
354,0.12787387781913728,"frozenset({356, 260, 318, 527})"
355,0.12259888130262556,"frozenset({356, 2571, 260, 527})"
356,0.12353444672253518,"frozenset({356, 593, 260, 527})"
357,0.1280231701733782,"frozenset({593, 260, 318, 527})"
358,0.12713736887154886,"frozenset({296, 593, 260, 527})"
359,0.12003602922149013,"frozenset({593, 2571, 260, 527})"
360,0.12838644823536438,"frozenset({296, 260, 318, 527})"
361,0.12404204072695424,"frozenset({356, 296, 260, 527})"
362,0.12215100423990286,"frozenset({296, 2571, 260, 527})"
363,0.1291378864183769,"frozenset({2571, 260, 318, 527})"
364,0.1703624818360969,"frozenset({480, 356, 527})"
365,0.15500029858470848,"frozenset({480, 593, 527})"
366,0.15189004120468977,"frozenset({480, 318, 527})"
367,0.12600274697931804,"frozenset({480, 260, 527})"
368,0.15693612277803212,"frozenset({480, 296, 527})"
369,0.1254503652686267,"frozenset({480, 2571, 527})"
370,0.1399118179827617,"frozenset({480, 593, 356, 527})"
371,0.13333797798435415,"frozenset({480, 593, 296, 527})"
372,0.13768736190457231,"frozenset({480, 356, 318, 527})"
373,0.1277594203475526,"frozenset({480, 593, 318, 527})"
374,0.12994406513127774,"frozenset({480, 296, 318, 527})"
375,0.11100881820172383,"frozenset({356, 480, 260, 527})"
376,0.10543026056492227,"frozenset({480, 593, 260, 527})"
377,0.10332523837012561,"frozenset({480, 260, 318, 527})"
378,0.10546011903577045,"frozenset({480, 296, 260, 527})"
379,0.1420367458247905,"frozenset({480, 296, 356, 527})"
380,0.11069032784600992,"frozenset({480, 2571, 356, 527})"
381,0.10528096821068136,"frozenset({296, 480, 2571, 527})"
382,0.10406174731771403,"frozenset({480, 593, 2571, 527})"
383,0.103723351314768,"frozenset({480, 2571, 318, 527})"
384,0.10237972012659992,"frozenset({480, 2571, 260, 527})"
385,0.20572486414395763,"frozenset({296, 318, 527})"
386,0.19741425642454766,"frozenset({296, 356, 527})"
387,0.16606783844576706,"frozenset({296, 356, 318, 527})"
388,0.1512480840814539,"frozenset({296, 2959, 527})"
389,0.14248462288751318,"frozenset({2959, 593, 527})"
390,0.1234548241336067,"frozenset({2959, 260, 527})"
391,0.16092720504807215,"frozenset({2959, 2571, 527})"
392,0.1590262157374047,"frozenset({2959, 318, 527})"
393,0.14107132193403268,"frozenset({2959, 356, 527})"
394,0.10068774011186973,"frozenset({480, 2959, 527})"
395,0.1342785198160718,"frozenset({296, 2959, 2571, 527})"
396,0.13112347472978084,"frozenset({296, 2959, 318, 527})"
397,0.12389772478452137,"frozenset({296, 593, 2959, 527})"
398,0.12650038816012102,"frozenset({2959, 593, 2571, 527})"
399,0.12504229950036824,"frozenset({2959, 593, 318, 527})"
400,0.1059179489221092,"frozenset({296, 2959, 260, 527})"
401,0.10068276370006171,"frozenset({2959, 593, 260, 527})"
402,0.11498994764814778,"frozenset({2959, 2571, 260, 527})"
403,0.10762983458407151,"frozenset({2959, 260, 318, 527})"
404,0.10065290522921352,"frozenset({356, 2959, 260, 527})"
405,0.13834424826323227,"frozenset({2959, 2571, 318, 527})"
406,0.12685371339849116,"frozenset({2959, 2571, 356, 527})"
407,0.12301192348269203,"frozenset({2959, 356, 318, 527})"
408,0.1204938591078289,"frozenset({296, 2959, 356, 527})"
409,0.11436291976033601,"frozenset({2959, 593, 356, 527})"
410,0.18104683798793716,"frozenset({2571, 318, 527})"
411,0.16722236598523002,"frozenset({2571, 356, 527})"
412,0.16619722515277585,"frozenset({296, 2571, 527})"
413,0.16349005712920756,"frozenset({593, 2571, 527})"
414,0.14124549634731373,"frozenset({2571, 356, 318, 527})"
415,0.14142962358421085,"frozenset({296, 2571, 318, 527})"
416,0.13357186933933157,"frozenset({296, 2571, 356, 527})"
417,0.13969783227501642,"frozenset({593, 2571, 318, 527})"
418,0.13614467424408305,"frozenset({296, 593, 2571, 527})"
419,0.13188486573640942,"frozenset({593, 2571, 356, 527})"
420,0.3150068674482951,"frozenset({1196, 260})"
421,0.23078109759738838,"frozenset({1196, 356})"
422,0.21508549475486197,"frozenset({593, 1196})"
423,0.1817286064056373,"frozenset({1196, 527})"
424,0.23496128351613352,"frozenset({1196, 318})"
425,0.19830005772637696,"frozenset({480, 1196})"
426,0.27405099826820867,"frozenset({2571, 1196})"
427,0.22735234986165576,"frozenset({296, 1196})"
428,0.21847443119613033,"frozenset({4993, 1196})"
429,0.20075840515954377,"frozenset({1196, 2959})"
430,0.21024842247745684,"frozenset({356, 1196, 260})"
431,0.17351255051057984,"frozenset({1196, 356, 318})"
432,0.18935246929553914,"frozenset({1196, 2571, 356})"
433,0.16043454027907716,"frozenset({356, 1196, 260, 318})"
434,0.14853096323426956,"frozenset({1196, 2571, 356, 318})"
435,0.17625952982861237,"frozenset({356, 1196, 2571, 260})"
436,0.19394072098254275,"frozenset({593, 1196, 260})"
437,0.16410215578159523,"frozenset({593, 1196, 356})"
438,0.16788920516750602,"frozenset({593, 1196, 318})"
439,0.17564245476441667,"frozenset({593, 2571, 1196})"
440,0.17232816450026872,"frozenset({296, 593, 1196})"
441,0.1422557079443438,"frozenset({593, 4993, 1196})"
442,0.151929852499154,"frozenset({356, 593, 1196, 260})"
443,0.13519915600055735,"frozenset({593, 1196, 356, 318})"
444,0.13948384656727114,"frozenset({593, 1196, 2571, 356})"
445,0.13869757350160242,"frozenset({296, 593, 1196, 356})"
446,0.1535073750422995,"frozenset({593, 1196, 260, 318})"
447,0.14201684017755836,"frozenset({593, 2571, 1196, 318})"
448,0.1419073591177817,"frozenset({296, 593, 1196, 318})"
449,0.162564444532914,"frozenset({593, 1196, 2571, 260})"
450,0.15821506061269583,"frozenset({296, 593, 1196, 260})"
451,0.1455799510321078,"frozenset({296, 593, 2571, 1196})"
452,0.1337261381053805,"frozenset({593, 4993, 1196, 260})"
453,0.1332135676891534,"frozenset({593, 4993, 2571, 1196})"
454,0.12027489698827558,"frozenset({296, 4993, 1196, 593})"
455,0.1180504409100862,"frozenset({593, 4993, 1196, 318})"
456,0.1171696160200649,"frozenset({593, 4993, 1196, 356})"
457,0.16284312359416367,"frozenset({1196, 260, 527})"
458,0.13857316320640164,"frozenset({1196, 356, 527})"
459,0.13812528614367897,"frozenset({593, 1196, 527})"
460,0.1463761769213926,"frozenset({1196, 318, 527})"
461,0.11489041941198717,"frozenset({480, 1196, 527})"
462,0.1472570018114139,"frozenset({2571, 1196, 527})"
463,0.13867269144256225,"frozenset({296, 1196, 527})"
464,0.11962298704142366,"frozenset({4993, 1196, 527})"
465,0.1167715030754225,"frozenset({2959, 1196, 527})"
466,0.1275454346398073,"frozenset({356, 1196, 260, 527})"
467,0.11636841371897207,"frozenset({1196, 356, 318, 527})"
468,0.11682624360531083,"frozenset({1196, 2571, 356, 527})"
469,0.11299440651312777,"frozenset({296, 1196, 356, 527})"
470,0.12580369050699683,"frozenset({593, 1196, 260, 527})"
471,0.11262117562752554,"frozenset({593, 1196, 356, 527})"
472,0.1175527997292832,"frozenset({593, 1196, 318, 527})"
473,0.11686605489977507,"frozenset({296, 593, 1196, 527})"
474,0.11516909847323686,"frozenset({593, 2571, 1196, 527})"
475,0.13306427533491252,"frozenset({1196, 260, 318, 527})"
476,0.12265859824432192,"frozenset({2571, 1196, 318, 527})"
477,0.10882914982980671,"frozenset({480, 1196, 260, 527})"
478,0.10096144276131139,"frozenset({480, 1196, 356, 527})"
479,0.1361546270676991,"frozenset({1196, 2571, 260, 527})"
480,0.12703784063538825,"frozenset({296, 1196, 260, 527})"
481,0.11795588908573362,"frozenset({296, 1196, 318, 527})"
482,0.11726914425622549,"frozenset({296, 2571, 1196, 527})"
483,0.11209865238768238,"frozenset({4993, 1196, 260, 527})"
484,0.1116358460895356,"frozenset({4993, 2571, 1196, 527})"
485,0.10173776300336405,"frozenset({4993, 1196, 318, 527})"
486,0.1089087724187352,"frozenset({2959, 2571, 1196, 527})"
487,0.10755518840695105,"frozenset({2959, 1196, 260, 527})"
488,0.10178255070963632,"frozenset({2959, 1196, 318, 527})"
489,0.10120031052809682,"frozenset({296, 2959, 1196, 527})"
490,0.21221908155343672,"frozenset({1196, 260, 318})"
491,0.1945130083404662,"frozenset({2571, 1196, 318})"
492,0.180185918745148,"frozenset({1196, 2571, 260, 318})"
493,0.18547584449708382,"frozenset({480, 1196, 260})"
494,0.15745864601787526,"frozenset({480, 1196, 356})"
495,0.14216115611999125,"frozenset({480, 593, 1196})"
496,0.13933953062483825,"frozenset({480, 1196, 318})"
497,0.16463463184505445,"frozenset({480, 2571, 1196})"
498,0.14666480880625835,"frozenset({296, 480, 1196})"
499,0.1318450544419452,"frozenset({480, 4993, 1196})"
500,0.12203157035651015,"frozenset({480, 1196, 2959})"
501,0.14919780241654557,"frozenset({356, 480, 1196, 260})"
502,0.13475127893783467,"frozenset({480, 1196, 2571, 356})"
503,0.13438800087584848,"frozenset({480, 593, 1196, 260})"
504,0.12338515436829428,"frozenset({480, 593, 1196, 356})"
505,0.12189720723769333,"frozenset({480, 593, 2571, 1196})"
506,0.12084718434619901,"frozenset({296, 480, 1196, 593})"
507,0.13217349762127514,"frozenset({480, 1196, 260, 318})"
508,0.12185241953142106,"frozenset({480, 356, 1196, 318})"
509,0.11401954734558194,"frozenset({480, 593, 1196, 318})"
510,0.12165336305909986,"frozenset({480, 2571, 1196, 318})"
511,0.11756772896470728,"frozenset({296, 480, 1196, 318})"
512,0.1558015008858013,"frozenset({480, 1196, 2571, 260})"
513,0.139130521328901,"frozenset({296, 480, 1196, 260})"
514,0.12742102434460656,"frozenset({296, 480, 2571, 1196})"
515,0.1272120150486693,"frozenset({296, 480, 1196, 356})"
516,0.12625156756971953,"frozenset({480, 4993, 1196, 260})"
517,0.1243008141409718,"frozenset({480, 4993, 2571, 1196})"
518,0.1137956088142206,"frozenset({480, 4993, 1196, 356})"
519,0.10696299540179549,"frozenset({296, 480, 4993, 1196})"
520,0.1029918187789876,"frozenset({480, 4993, 1196, 318})"
521,0.10052351852220474,"frozenset({480, 4993, 1196, 593})"
522,0.11630372036546768,"frozenset({480, 2571, 1196, 2959})"
523,0.11608475824591437,"frozenset({480, 1196, 260, 2959})"
524,0.10684356151840277,"frozenset({480, 1196, 356, 2959})"
525,0.10678882098851444,"frozenset({296, 480, 1196, 2959})"
526,0.10301670083802775,"frozenset({480, 4993, 1196, 2959})"
527,0.2508808248900213,"frozenset({1196, 2571, 260})"
528,0.20635686844357745,"frozenset({296, 1196, 260})"
529,0.18866074805422298,"frozenset({296, 2571, 1196})"
530,0.17572705376515318,"frozenset({296, 1196, 318})"
531,0.17201465055636284,"frozenset({296, 1196, 356})"
532,0.17509007305372534,"frozenset({296, 1196, 2571, 260})"
533,0.16140991699345103,"frozenset({296, 1196, 260, 318})"
534,0.15053645719290562,"frozenset({296, 2571, 1196, 318})"
535,0.16001652168720265,"frozenset({356, 296, 260, 1196})"
536,0.14811792105420307,"frozenset({296, 1196, 2571, 356})"
537,0.14073292593108666,"frozenset({296, 1196, 356, 318})"
538,0.20286342735434043,"frozenset({4993, 1196, 260})"
539,0.19630451659135698,"frozenset({4993, 2571, 1196})"
540,0.16115611999124152,"frozenset({4993, 1196, 318})"
541,0.15876744232338713,"frozenset({4993, 1196, 356})"
542,0.15567211417879254,"frozenset({296, 4993, 1196})"
543,0.18471942990226328,"frozenset({4993, 1196, 2571, 260})"
544,0.15147202261281525,"frozenset({4993, 1196, 260, 318})"
545,0.14959093894937994,"frozenset({4993, 2571, 1196, 318})"
546,0.1497153492445807,"frozenset({356, 4993, 1196, 260})"
547,0.14753568087266358,"frozenset({4993, 1196, 2571, 356})"
548,0.1271124868125087,"frozenset({4993, 1196, 356, 318})"
549,0.14642096462766488,"frozenset({296, 4993, 1196, 260})"
550,0.14575412544538885,"frozenset({296, 4993, 2571, 1196})"
551,0.12622170909887134,"frozenset({296, 4993, 1196, 318})"
552,0.12602762903835818,"frozenset({296, 4993, 1196, 356})"
553,0.18254971435396222,"frozenset({1196, 260, 2959})"
554,0.18217150705655194,"frozenset({2571, 1196, 2959})"
555,0.1615343272886518,"frozenset({296, 1196, 2959})"
556,0.15768756096104464,"frozenset({1196, 318, 2959})"
557,0.15753826860680376,"frozenset({4993, 1196, 2959})"
558,0.1493172362999383,"frozenset({1196, 356, 2959})"
559,0.14364910325059219,"frozenset({593, 1196, 2959})"
560,0.16903875629516094,"frozenset({1196, 2571, 260, 2959})"
561,0.15004379242391067,"frozenset({296, 2571, 1196, 2959})"
562,0.14928240141728208,"frozenset({296, 1196, 260, 2959})"
563,0.14601787527121443,"frozenset({2571, 1196, 318, 2959})"
564,0.1452614606763939,"frozenset({1196, 260, 318, 2959})"
565,0.13321854410096146,"frozenset({296, 1196, 318, 2959})"
566,0.14850608117522943,"frozenset({4993, 2571, 1196, 2959})"
567,0.14789895893464977,"frozenset({4993, 1196, 260, 2959})"
568,0.13127276708402175,"frozenset({296, 4993, 1196, 2959})"
569,0.12736628381471823,"frozenset({4993, 1196, 318, 2959})"
